864.8E-9,485.7E-3
884.8E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.0E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
900.1E-9,485.7E-3
